asin,manifest_status,match_method,ca_skus,cb_item_name,shopify_handle,shopify_status,amazon_title
B08SQ2Z71Y,pending_team_review,title,fg-nav98-vt-bk-801,fg-nav98-vt-bk,1998-2002-lincoln-navigator-vertical-style-front-grille-black,DRAFT,TLAPS 7422447489423 Compatible With 1998-2002 Lincoln Navigator / 2002-2003 Blackwood Glossy Black Vertical Front Bumper Grill Grille
B08SQ3143V,pending_team_review,title,fggg-vent-rover06sp-chsl-801,fggg-vent-rover06sp-chsl,2006-2009-land-rover-range-rover-sport-fender-vent-grille-chrome-silver,DRAFT,TLAPS 7422451725715 Compatible With 2006-2009 Land Rover Range Rover Sport L320 Chrome Silver Honeycomb Mesh Front Side Fender Air Vent Grill Grille
B08SQGS9DG,pending_team_review,title,fggg-gr-imp04-me-mb-801,fggg-gr-imp04-me-mb,2004-2005-subaru-impreza-aluminum-mesh-grille-matte-black,ACTIVE,TLAPS 7422438866868 Compatible With 2004-2005 Subaru Impreza Matte Black Aluminum Mesh Front Bumper Grill Grille
B08SQKFQR6,pending_team_review,title,fggg-gr-golf99-h-bk-801,fggg-gr-golf99-h-bk,1999-2006-volkswagen-golf-mk4-horizontal-front-grille-black,DRAFT,TLAPS 7422454947909 Compatible With 1999-2006 VW Golf/GTI / R32 MK4 Glossy Black Horizontal Front Bumper Grill Grille
B08SQYG6R3,pending_team_review,title,fg-tor03-h-bk-801,fg-tor03-h-bk,2004-2007-volkswagen-touareg-front-grille-black-torg-0206-bk,ACTIVE,TLAPS 7422447113175 Compatible With 2003-2007 VW Touareg Glossy Black Horizontal Front Bumper Grill Grille
B09258DSQN,pending_team_review,title,tc-sil99-6.5-lru-801,tc-sil99-6.5-lru,99-07-chevy-silverado-gmc-sierra-6-5-roll-up-tonneau-cover,ACTIVE,"TLAPS 7422444498411 Compatible with 1999-2006 Chevy Silverado GMC Sierra / 2007 Classic 6.5 Feet (78"") Short Bed Lock & Roll Up Vinyl Truck Bed Tonneau Cover"
B095W7Y35Z,pending_team_review,title,th-dur04-c072-801,th-dur04-c072,2004-2009-dodge-durango-chrysler-aspen-class-3-trailer-hitch,ACTIVE,"TLAPS 7422455585568 Compatible with 2004-2009 Dodge Durango / 2007-2009 Chrysler Aspen Class 3 III Black 2"" Receiver Trailer Hitch"
B099DHNC69,pending_team_review,title,tbm-colo04-6-rb-gy-801,tbm-colo04-6-rb-gy,2004-2012-chevy-colorado-gmc-canyon-6-bed-rubber-mat-grey,ACTIVE,"TLAPS 7422439643628 Compatible with 2004-2012 Chevy Colorado/GMC Canyon 6 Feet (72"") Bed Black Rubber Diamond Plate Truck Bed Mat"
B09C2RYSMT,pending_team_review,title,tbm-sil19-5.8-rb-gy-801,tbm-sil19-5.8-rb-gy,2019-2022-chevy-silverado-gmc-sierra-5-8-rubber-truck-bed-mat,ACTIVE,"TLAPS 7422440062029 Compatible with 2019-2026 Chevy Silverado GMC Sierra 1500/2022 LTD Limited 5.8 Feet (68"") Short Bed Black Rubber Diamond Plate Truck Bed Mat"
B09GXQNNZ6,pending_team_review,title,bghd-sil191500-al-mbba-601,bghd-sil191500-al-mbba,2019-2022-chevy-silverado-gmc-sierra-1500-bull-guard-led-matte-black,ACTIVE,Matte Black AVT Style Aluminum LED Light Bull Bar Brush Push Front Bumper Grill Grille Guard With Stainless Skid Plate Compatible With 19-21 Chevy Silverado GMC Sierra 1500/2022 LTD Limited
B09TS48JW1,pending_team_review,title,hlnb-tit04lsq-jdma-801,hlnb-tit04lsq-jdma,04-15-nissan-titan-sequential-led-crystal-headlights-black,ACTIVE,TLAPS 7422443198145 Compatible With 2004-2015 Titan / 2004 2005-2007 Armada Switchback Sequential LED Strip Bar Black Housing Headlights With Amber Reflector
B0BNWPCTCS,pending_team_review,title,hlnb-sil034plsq-cha-801,hlnb-sil034plsq-cha,03-06-chevy-silverado-avalanche-chrome-led-sequential-headlights-4pc,ACTIVE,TLAPS 7422438422408 Compatible With 2003-2006 Chevy Silverado / 2007 Classic / 2002-2006 Avalanche Switchback Sequential LED Strip Bar Chrome Housing Headlights w/Signal Bumper Amber Reflector 4-Pcs
B0BPNB39HH,pending_team_review,title,hlnb-tun054plbw-jdma-801,hlnb-tun054plbw-jdma,05-06-toyota-tundra-black-crystal-headlights-w-led-light-bar-4pc,ACTIVE,TLAPS 7422448951912 Compatible With 2005-2006 Toyota Tundra Double (Crew) Cab / 2005-2007 Sequoia DRL LED Strip Bar Black Housing Headlights With Signal Corner Lamps Amber Reflector 4-Pieces Design
B0BRDK5S8X,not_in_catalog,title,mfg-f15021-601,mfg-f15021,,,Molded Black Front + Rear Side Fender Mud Flaps Splash Guards 4 Pieces Compatible with 2021-2023 Ford F150
B0CD382Y99,pending_team_review,title,tbm-fron22-5-rb-gy-801,tbm-fron22-5-rb-gy,2022-2026-nissan-frontier-5ft-bed-rubber-mat-diamond-plate,ACTIVE,"TLAPS 7422451311390 Compatible with 2022-2026 Nissan Frontier D41 5 Feet (59.5"") Short Bed Black Rubber Diamond Plate Truck Bed Mat"
B0DG7H22B2,pending_team_review,,,,,,"Topline_autopart KC HiLiTES Universal 6"" Round 100W Apollo Pro Spot Beam Halogen 4X4 Off-Road Fog Lights with Wiring Harness"
